,time,open,high,low,close,date,symbol,rsi,candle_color,next_candle_color,next_candle_close,next_candle_open,pattern,next_candle_high,next_candle_low,candle_diff_pct
39,45900,17739.55,17743.5,17719.3,17734.1,220104,NIFTY,58.84,Red,Red,17712.4,17733.75,,17738.35,17707.15,0.14
40,46800,17733.75,17738.35,17707.15,17712.4,220104,NIFTY,61.85,Red,Green,17715.75,17712.7,,17720.55,17696.0,0.143
41,47700,17712.7,17720.55,17696.0,17715.75,220104,NIFTY,54.1,Green,Red,17678.55,17716.3,,17721.65,17678.55,0.205
42,48600,17716.3,17721.65,17678.55,17678.55,220104,NIFTY,39.44,Red,Green,17708.5,17678.1,,17711.45,17669.95,0.239
43,49500,17678.1,17711.45,17669.95,17708.5,220104,NIFTY,49.28,Green,Green,17725.95,17709.2,Bearish Engulfing,17730.8,17708.5,0.244
44,50400,17709.2,17730.8,17708.5,17725.95,220104,NIFTY,56.6,Green,Green,17741.7,17725.4,,17746.7,17725.4,0.293
45,51300,17725.4,17746.7,17725.4,17741.7,220104,NIFTY,56.66,Green,Green,17770.0,17741.4,,17771.2,17741.05,0.344
46,52200,17741.4,17771.2,17741.05,17770.0,220104,NIFTY,66.28,Green,Green,17788.75,17769.8,,17790.3,17765.5,0.216
47,53100,17769.8,17790.3,17765.5,17788.75,220104,NIFTY,70.75,Green,Green,17797.6,17787.85,,17798.65,17785.4,0.258
48,54000,17787.85,17798.65,17785.4,17797.6,220104,NIFTY,68.78,Green,Green,17807.35,17798.2,,17827.3,17793.55,0.278
49,54900,17798.2,17827.3,17793.55,17807.35,220104,NIFTY,69.61,Green,Green,17822.1,17820.1,,17829.6,17778.05,0.187
50,33300,17820.1,17829.6,17778.05,17822.1,220105,NIFTY,69.0,Green,Red,17796.5,17821.95,,17822.85,17750.1,0.236
51,34200,17821.95,17822.85,17750.1,17796.5,220105,NIFTY,64.24,Red,Green,17842.8,17796.4,,17842.8,17795.45,0.29
52,35100,17796.4,17842.8,17795.45,17842.8,220105,NIFTY,68.11,Green,Green,17845.75,17842.15,,17853.45,17825.65,0.448
53,36000,17842.15,17853.45,17825.65,17845.75,220105,NIFTY,69.89,Green,Red,17824.25,17845.7,Bullish Engulfing,17853.45,17824.25,0.522
