,time,date,symbol,open,high,low,close
27563,44580,220421,BANKNIFTY,36577.05,36582.7,36572.6,36572.6
27564,44640,220421,BANKNIFTY,36577.85,36582.6,36570.05,36570.05
27565,44700,220421,BANKNIFTY,36567.35,36577.9,36564.95,36574.25
27566,44760,220421,BANKNIFTY,36575.35,36578.75,36569.1,36576.1
27567,44820,220421,BANKNIFTY,36576.4,36583.7,36575.0,36580.85
27568,44880,220421,BANKNIFTY,36578.65,36581.3,36571.05,36573.45
27569,44940,220421,BANKNIFTY,36571.55,36575.75,36566.8,36569.2
27570,45000,220421,BANKNIFTY,36568.8,36574.95,36564.85,36564.85
27571,45060,220421,BANKNIFTY,36568.1,36578.55,36563.4,36573.1
27572,45120,220421,BANKNIFTY,36575.2,36591.9,36574.1,36589.0
27573,45180,220421,BANKNIFTY,36592.95,36611.55,36591.3,36610.8
27574,45240,220421,BANKNIFTY,36609.15,36611.75,36600.45,36600.85
27575,45300,220421,BANKNIFTY,36601.55,36604.0,36589.45,36589.45
27576,45360,220421,BANKNIFTY,36590.7,36598.4,36588.6,36592.05
27577,45420,220421,BANKNIFTY,36590.95,36595.9,36588.5,36589.95
27578,45480,220421,BANKNIFTY,36588.45,36594.15,36585.75,36589.5
27579,45540,220421,BANKNIFTY,36598.15,36607.2,36594.25,36594.7
27580,45600,220421,BANKNIFTY,36597.45,36600.75,36586.8,36596.95
27581,45660,220421,BANKNIFTY,36597.05,36601.05,36588.95,36598.85
27582,45720,220421,BANKNIFTY,36600.7,36612.8,36599.05,36610.3
27583,45780,220421,BANKNIFTY,36609.65,36626.0,36607.7,36626.0
27584,45840,220421,BANKNIFTY,36626.75,36657.35,36626.75,36656.55
27585,45900,220421,BANKNIFTY,36654.95,36667.05,36654.5,36658.45
27586,45960,220421,BANKNIFTY,36658.2,36660.1,36647.55,36649.5
27587,46020,220421,BANKNIFTY,36650.0,36654.65,36642.9,36651.25
27588,46080,220421,BANKNIFTY,36649.7,36652.3,36643.85,36649.4
27589,46140,220421,BANKNIFTY,36649.6,36660.05,36649.6,36655.4
27590,46200,220421,BANKNIFTY,36654.65,36661.1,36650.45,36655.3
27591,46260,220421,BANKNIFTY,36656.15,36656.3,36633.15,36634.45
27592,46320,220421,BANKNIFTY,36635.6,36638.35,36590.4,36595.25
27593,46380,220421,BANKNIFTY,36598.8,36601.45,36589.5,36593.8
27594,46440,220421,BANKNIFTY,36590.8,36594.3,36585.95,36591.95
27595,46500,220421,BANKNIFTY,36588.65,36603.15,36583.5,36584.0
27596,46560,220421,BANKNIFTY,36581.8,36586.35,36576.4,36583.35
27597,46620,220421,BANKNIFTY,36580.75,36600.0,36579.25,36595.85
27598,46680,220421,BANKNIFTY,36595.3,36599.2,36593.35,36598.1
27599,46740,220421,BANKNIFTY,36598.6,36612.85,36596.15,36607.35
27600,46800,220421,BANKNIFTY,36607.55,36611.6,36602.55,36611.6
27601,46860,220421,BANKNIFTY,36611.1,36612.1,36598.7,36605.75
27602,46920,220421,BANKNIFTY,36606.45,36606.45,36595.8,36601.8
27603,46980,220421,BANKNIFTY,36601.75,36612.7,36596.8,36606.65
27604,47040,220421,BANKNIFTY,36606.25,36623.25,36605.5,36620.05
27605,47100,220421,BANKNIFTY,36624.05,36627.35,36614.7,36621.95
27606,47160,220421,BANKNIFTY,36620.25,36621.5,36601.85,36603.25
27607,47220,220421,BANKNIFTY,36601.35,36615.2,36601.35,36611.4
27608,47280,220421,BANKNIFTY,36607.95,36620.35,36607.95,36618.3
27609,47340,220421,BANKNIFTY,36618.15,36624.9,36616.2,36616.2
27610,47400,220421,BANKNIFTY,36615.8,36615.8,36604.35,36607.75
27611,47460,220421,BANKNIFTY,36603.5,36608.55,36584.35,36592.05
27612,47520,220421,BANKNIFTY,36591.1,36604.9,36587.15,36604.85
27613,47580,220421,BANKNIFTY,36606.35,36627.2,36604.9,36612.45
27614,47640,220421,BANKNIFTY,36611.25,36611.25,36567.2,36577.95
27615,47700,220421,BANKNIFTY,36578.8,36582.1,36565.85,36577.35
27616,47760,220421,BANKNIFTY,36572.75,36592.35,36571.0,36590.55
27617,47820,220421,BANKNIFTY,36591.3,36597.8,36588.9,36594.5
27618,47880,220421,BANKNIFTY,36592.55,36598.85,36588.6,36589.0
27619,47940,220421,BANKNIFTY,36590.45,36600.6,36588.25,36597.5
27620,48000,220421,BANKNIFTY,36597.0,36603.7,36596.1,36597.4
27621,48060,220421,BANKNIFTY,36598.3,36616.7,36598.3,36599.35
27622,48120,220421,BANKNIFTY,36601.2,36602.55,36579.35,36580.75
27623,48180,220421,BANKNIFTY,36588.45,36588.45,36552.4,36560.85
27624,48240,220421,BANKNIFTY,36563.15,36571.9,36558.15,36567.9
27625,48300,220421,BANKNIFTY,36566.5,36592.25,36565.35,36581.75
27626,48360,220421,BANKNIFTY,36579.95,36597.65,36578.75,36597.65
