,date,time,symbol,strike,expiry,open,high,low,close,volume,oi,prefix,option_type
10828,220103,47280,NIFTY06012218400CE,18400,220106,1.05,1.05,1.0,1.0,500,223850,NIFTY060122,CE
1717,220103,47280,NIFTY06012217150CE,17150,220106,433.85,433.85,433.5,433.5,300,32500,NIFTY060122,CE
12792,220103,47280,NIFTY06012218800CE,18800,220106,0.55,0.55,0.55,0.55,1500,149150,NIFTY060122,CE
9142,220103,47280,NIFTY06012218150CE,18150,220106,2.15,2.15,2.15,2.15,1850,151300,NIFTY060122,CE
8395,220103,47280,NIFTY06012218050CE,18050,220106,3.4,3.45,3.4,3.4,4850,366400,NIFTY060122,CE
103,220103,47280,NIFTY06012216500CE,16500,220106,1070.0,1070.0,1070.0,1070.0,100,36150,NIFTY060122,CE
3149,220103,47280,NIFTY06012217350CE,17350,220106,257.25,257.25,253.65,254.2,2600,538850,NIFTY060122,CE
13372,220103,47280,NIFTY06012218950CE,18950,220106,0.65,0.65,0.65,0.65,250,41850,NIFTY060122,CE
7274,220103,47280,NIFTY06012217900CE,17900,220106,9.15,9.25,8.95,9.0,41650,3075450,NIFTY060122,CE
9517,220103,47280,NIFTY06012218200CE,18200,220106,1.75,1.75,1.7,1.7,1000,1012300,NIFTY060122,CE
12368,220103,47280,NIFTY06012218700CE,18700,220106,0.65,0.65,0.65,0.65,50,149550,NIFTY060122,CE
14083,220103,47280,NIFTY06012219200CE,19200,220106,0.5,0.5,0.5,0.5,1150,34000,NIFTY060122,CE
14212,220103,47280,NIFTY06012219300CE,19300,220106,0.6,0.6,0.6,0.6,2000,23800,NIFTY060122,CE
5774,220103,47280,NIFTY06012217700CE,17700,220106,45.3,45.4,44.1,44.15,83350,3201350,NIFTY060122,CE
14349,220103,47280,NIFTY06012219400CE,19400,220106,0.55,0.55,0.55,0.55,50,30000,NIFTY060122,CE
5024,220103,47280,NIFTY06012217600CE,17600,220106,86.85,87.0,85.05,85.1,125650,3253700,NIFTY060122,CE
2400,220103,47280,NIFTY06012217250CE,17250,220106,344.0,344.5,341.0,341.0,500,181250,NIFTY060122,CE
9852,220103,47280,NIFTY06012218250CE,18250,220106,1.6,1.6,1.55,1.55,100,83900,NIFTY060122,CE
941,220103,47280,NIFTY06012217000CE,17000,220106,579.0,579.3,577.0,577.0,1950,354600,NIFTY060122,CE
2027,220103,47280,NIFTY06012217200CE,17200,220106,388.7,389.7,385.8,385.85,1050,913300,NIFTY060122,CE
1435,220103,47340,NIFTY06012217100CE,17100,220106,480.0,482.35,479.05,482.35,5900,168850,NIFTY060122,CE
3525,220103,47340,NIFTY06012217400CE,17400,220106,214.25,217.6,214.05,217.05,18200,2487450,NIFTY060122,CE
11425,220103,47340,NIFTY06012218500CE,18500,220106,0.75,0.8,0.75,0.75,1200,2250000,NIFTY060122,CE
8025,220103,47340,NIFTY06012218000CE,18000,220106,4.6,4.65,4.55,4.65,84100,5263500,NIFTY060122,CE
6150,220103,47340,NIFTY06012217750CE,17750,220106,30.55,31.5,30.4,31.25,42750,1387250,NIFTY060122,CE
4650,220103,47340,NIFTY06012217550CE,17550,220106,112.0,114.3,111.55,113.75,30200,1332700,NIFTY060122,CE
3900,220103,47340,NIFTY06012217450CE,17450,220106,177.15,179.65,176.65,179.1,13050,617600,NIFTY060122,CE
14611,220103,47340,NIFTY06012219500CE,19500,220106,0.5,0.55,0.5,0.55,50,218500,NIFTY060122,CE
11685,220103,47340,NIFTY06012218550CE,18550,220106,0.85,0.85,0.85,0.85,50,32400,NIFTY060122,CE
2775,220103,47340,NIFTY06012217300CE,17300,220106,296.05,300.35,296.05,300.3,5450,1157200,NIFTY060122,CE
5400,220103,47340,NIFTY06012217650CE,17650,220106,62.9,64.4,62.55,64.2,30050,1154400,NIFTY060122,CE
9518,220103,47340,NIFTY06012218200CE,18200,220106,1.7,1.75,1.65,1.65,12250,1009600,NIFTY060122,CE
13373,220103,47340,NIFTY06012218950CE,18950,220106,0.65,0.7,0.65,0.7,800,20850,NIFTY060122,CE
2028,220103,47340,NIFTY06012217200CE,17200,220106,385.85,390.0,385.85,390.0,1950,910700,NIFTY060122,CE
13235,220103,47340,NIFTY06012218900CE,18900,220106,0.55,0.55,0.55,0.55,400,62800,NIFTY060122,CE
9853,220103,47340,NIFTY06012218250CE,18250,220106,1.55,1.6,1.55,1.6,300,84700,NIFTY060122,CE
942,220103,47340,NIFTY06012217000CE,17000,220106,577.0,577.0,577.0,577.0,100,355800,NIFTY060122,CE
14084,220103,47340,NIFTY06012219200CE,19200,220106,0.5,0.55,0.5,0.55,20350,24800,NIFTY060122,CE
7275,220103,47340,NIFTY06012217900CE,17900,220106,9.0,9.3,8.9,9.2,76400,3064250,NIFTY060122,CE
8771,220103,47340,NIFTY06012218100CE,18100,220106,2.55,2.6,2.5,2.55,27100,1304500,NIFTY060122,CE
6900,220103,47340,NIFTY06012217850CE,17850,220106,13.4,13.7,13.2,13.65,24150,1405050,NIFTY060122,CE
7650,220103,47340,NIFTY06012217950CE,17950,220106,6.1,6.25,6.05,6.25,11450,863050,NIFTY060122,CE
10499,220103,47340,NIFTY06012218350CE,18350,220106,1.25,1.25,1.2,1.2,1250,42350,NIFTY060122,CE
4275,220103,47340,NIFTY06012217500CE,17500,220106,142.7,145.5,142.5,144.9,56600,2827800,NIFTY060122,CE
6525,220103,47340,NIFTY06012217800CE,17800,220106,20.55,21.15,20.4,20.95,67200,3328950,NIFTY060122,CE
9143,220103,47340,NIFTY06012218150CE,18150,220106,2.15,2.15,2.15,2.15,750,154500,NIFTY060122,CE
2401,220103,47340,NIFTY06012217250CE,17250,220106,341.0,343.6,341.0,343.6,400,181350,NIFTY060122,CE
13643,220103,47340,NIFTY06012219000CE,19000,220106,0.55,0.55,0.5,0.5,600,690750,NIFTY060122,CE
10215,220103,47340,NIFTY06012218300CE,18300,220106,1.3,1.3,1.3,1.3,900,408800,NIFTY060122,CE
3150,220103,47340,NIFTY06012217350CE,17350,220106,254.7,257.65,254.25,257.3,1500,539300,NIFTY060122,CE
1718,220103,47340,NIFTY06012217150CE,17150,220106,433.5,436.4,433.5,436.4,50,32600,NIFTY060122,CE
8396,220103,47340,NIFTY06012218050CE,18050,220106,3.35,3.4,3.3,3.4,17250,365900,NIFTY060122,CE
5025,220103,47340,NIFTY06012217600CE,17600,220106,85.4,87.25,85.25,87.0,90200,3298550,NIFTY060122,CE
5775,220103,47340,NIFTY06012217700CE,17700,220106,44.35,45.7,44.2,45.35,75600,3205600,NIFTY060122,CE
11102,220103,47340,NIFTY06012218450CE,18450,220106,1.0,1.0,1.0,1.0,150,36000,NIFTY060122,CE
12369,220103,47340,NIFTY06012218700CE,18700,220106,0.65,0.65,0.6,0.6,200,149550,NIFTY060122,CE
10500,220103,47400,NIFTY06012218350CE,18350,220106,1.2,1.25,1.2,1.25,300,42350,NIFTY060122,CE
583,220103,47400,NIFTY06012216900CE,16900,220106,674.1,679.0,674.1,679.0,100,124950,NIFTY060122,CE
8397,220103,47400,NIFTY06012218050CE,18050,220106,3.45,3.45,3.35,3.45,5900,365900,NIFTY060122,CE
10216,220103,47400,NIFTY06012218300CE,18300,220106,1.3,1.3,1.3,1.3,1750,408800,NIFTY060122,CE
10829,220103,47400,NIFTY06012218400CE,18400,220106,1.0,1.05,1.0,1.0,1250,224700,NIFTY060122,CE
104,220103,47400,NIFTY06012216500CE,16500,220106,1070.0,1071.65,1070.0,1071.65,200,36250,NIFTY060122,CE
943,220103,47400,NIFTY06012217000CE,17000,220106,577.0,582.45,577.0,581.8,1100,355800,NIFTY060122,CE
3526,220103,47400,NIFTY06012217400CE,17400,220106,217.55,220.25,216.95,218.8,28450,2487450,NIFTY060122,CE
3901,220103,47400,NIFTY06012217450CE,17450,220106,179.1,182.35,179.1,180.75,19500,617600,NIFTY060122,CE
11426,220103,47400,NIFTY06012218500CE,18500,220106,0.75,0.8,0.75,0.75,2300,2250000,NIFTY060122,CE
6901,220103,47400,NIFTY06012217850CE,17850,220106,13.65,14.0,13.6,14.0,28900,1405050,NIFTY060122,CE
9144,220103,47400,NIFTY06012218150CE,18150,220106,2.15,2.15,2.1,2.15,4750,154500,NIFTY060122,CE
13644,220103,47400,NIFTY06012219000CE,19000,220106,0.5,0.5,0.5,0.5,50,690750,NIFTY060122,CE
14900,220103,47400,NIFTY06012219600CE,19600,220106,0.55,0.55,0.55,0.55,50,241200,NIFTY060122,CE
3151,220103,47400,NIFTY06012217350CE,17350,220106,257.3,261.25,257.3,258.5,3400,539300,NIFTY060122,CE
8772,220103,47400,NIFTY06012218100CE,18100,220106,2.55,2.6,2.5,2.55,29700,1304500,NIFTY060122,CE
14085,220103,47400,NIFTY06012219200CE,19200,220106,0.55,0.55,0.55,0.55,8400,24800,NIFTY060122,CE
8026,220103,47400,NIFTY06012218000CE,18000,220106,4.6,4.7,4.6,4.7,60350,5263500,NIFTY060122,CE
13374,220103,47400,NIFTY06012218950CE,18950,220106,0.7,0.7,0.65,0.65,1500,20850,NIFTY060122,CE
2029,220103,47400,NIFTY06012217200CE,17200,220106,390.0,394.0,390.0,393.15,2550,910700,NIFTY060122,CE
9519,220103,47400,NIFTY06012218200CE,18200,220106,1.65,1.75,1.65,1.75,15000,1009600,NIFTY060122,CE
7276,220103,47400,NIFTY06012217900CE,17900,220106,9.2,9.4,9.2,9.35,45500,3064250,NIFTY060122,CE
9854,220103,47400,NIFTY06012218250CE,18250,220106,1.6,1.6,1.6,1.6,250,84700,NIFTY060122,CE
1436,220103,47400,NIFTY06012217100CE,17100,220106,482.35,485.0,482.35,484.75,1750,168850,NIFTY060122,CE
5776,220103,47400,NIFTY06012217700CE,17700,220106,45.6,46.7,45.55,46.15,93650,3205600,NIFTY060122,CE
5401,220103,47400,NIFTY06012217650CE,17650,220106,64.25,65.7,64.1,65.0,56150,1154400,NIFTY060122,CE
4651,220103,47400,NIFTY06012217550CE,17550,220106,114.1,116.35,113.9,115.2,76850,1332700,NIFTY060122,CE
4276,220103,47400,NIFTY06012217500CE,17500,220106,145.45,147.55,145.15,146.0,86800,2827800,NIFTY060122,CE
6151,220103,47400,NIFTY06012217750CE,17750,220106,31.45,32.2,31.35,31.9,54400,1387250,NIFTY060122,CE
7651,220103,47400,NIFTY06012217950CE,17950,220106,6.25,6.35,6.2,6.3,12500,863050,NIFTY060122,CE
2776,220103,47400,NIFTY06012217300CE,17300,220106,300.3,303.8,300.3,301.95,5500,1157200,NIFTY060122,CE
6526,220103,47400,NIFTY06012217800CE,17800,220106,21.0,21.55,20.95,21.35,94200,3328950,NIFTY060122,CE
5026,220103,47400,NIFTY06012217600CE,17600,220106,87.05,88.95,87.05,87.9,180350,3298550,NIFTY060122,CE
2402,220103,47400,NIFTY06012217250CE,17250,220106,343.6,349.2,343.6,345.9,2150,181350,NIFTY060122,CE
5027,220103,47460,NIFTY06012217600CE,17600,220106,87.85,88.85,87.85,88.5,111100,3298550,NIFTY060122,CE
8027,220103,47460,NIFTY06012218000CE,18000,220106,4.7,4.75,4.65,4.75,37450,5263500,NIFTY060122,CE
2403,220103,47460,NIFTY06012217250CE,17250,220106,345.9,347.1,345.7,346.25,400,181350,NIFTY060122,CE
4652,220103,47460,NIFTY06012217550CE,17550,220106,114.75,116.15,114.5,115.7,52150,1332700,NIFTY060122,CE
5777,220103,47460,NIFTY06012217700CE,17700,220106,46.05,46.75,45.9,46.6,74400,3205600,NIFTY060122,CE
5402,220103,47460,NIFTY06012217650CE,17650,220106,64.9,65.65,64.7,65.45,40150,1154400,NIFTY060122,CE
1437,220103,47460,NIFTY06012217100CE,17100,220106,484.75,487.2,484.75,487.2,850,168850,NIFTY060122,CE
9855,220103,47460,NIFTY06012218250CE,18250,220106,1.6,1.6,1.55,1.6,100,84700,NIFTY060122,CE
4277,220103,47460,NIFTY06012217500CE,17500,220106,146.15,147.5,146.0,146.75,72050,2827800,NIFTY060122,CE
7652,220103,47460,NIFTY06012217950CE,17950,220106,6.3,6.4,6.3,6.35,17050,863050,NIFTY060122,CE
3902,220103,47460,NIFTY06012217450CE,17450,220106,180.35,181.9,180.35,181.5,17100,617600,NIFTY060122,CE
6902,220103,47460,NIFTY06012217850CE,17850,220106,13.9,14.15,13.8,14.1,42500,1405050,NIFTY060122,CE
6152,220103,47460,NIFTY06012217750CE,17750,220106,31.8,32.35,31.75,32.3,50950,1387250,NIFTY060122,CE
3527,220103,47460,NIFTY06012217400CE,17400,220106,218.1,219.85,218.0,219.0,20650,2487450,NIFTY060122,CE
9520,220103,47460,NIFTY06012218200CE,18200,220106,1.75,1.75,1.7,1.75,3850,1009600,NIFTY060122,CE
9145,220103,47460,NIFTY06012218150CE,18150,220106,2.15,2.15,2.1,2.1,850,154500,NIFTY060122,CE
2777,220103,47460,NIFTY06012217300CE,17300,220106,301.95,303.0,301.25,301.95,3250,1157200,NIFTY060122,CE
6527,220103,47460,NIFTY06012217800CE,17800,220106,21.3,21.7,21.25,21.6,65300,3328950,NIFTY060122,CE
1719,220103,47460,NIFTY06012217150CE,17150,220106,436.4,438.1,436.4,438.1,100,32600,NIFTY060122,CE
14901,220103,47460,NIFTY06012219600CE,19600,220106,0.55,0.55,0.55,0.55,100,241200,NIFTY060122,CE
7277,220103,47460,NIFTY06012217900CE,17900,220106,9.35,9.5,9.3,9.5,42750,3064250,NIFTY060122,CE
2030,220103,47460,NIFTY06012217200CE,17200,220106,393.15,393.15,391.25,392.0,1750,910700,NIFTY060122,CE
13375,220103,47460,NIFTY06012218950CE,18950,220106,0.65,0.65,0.6,0.6,450,20850,NIFTY060122,CE
10217,220103,47460,NIFTY06012218300CE,18300,220106,1.3,1.3,1.25,1.3,700,408800,NIFTY060122,CE
10501,220103,47460,NIFTY06012218350CE,18350,220106,1.25,1.25,1.25,1.25,300,42350,NIFTY060122,CE
10830,220103,47460,NIFTY06012218400CE,18400,220106,1.0,1.05,1.0,1.0,850,224700,NIFTY060122,CE
12793,220103,47460,NIFTY06012218800CE,18800,220106,0.55,0.6,0.55,0.6,100,149150,NIFTY060122,CE
11427,220103,47460,NIFTY06012218500CE,18500,220106,0.75,0.8,0.75,0.8,10850,2250000,NIFTY060122,CE
8398,220103,47460,NIFTY06012218050CE,18050,220106,3.4,3.5,3.4,3.5,6700,365900,NIFTY060122,CE
584,220103,47460,NIFTY06012216900CE,16900,220106,679.0,680.55,679.0,680.55,50,124950,NIFTY060122,CE
13645,220103,47460,NIFTY06012219000CE,19000,220106,0.55,0.55,0.55,0.55,250,690750,NIFTY060122,CE
13001,220103,47460,NIFTY06012218850CE,18850,220106,0.55,0.55,0.55,0.55,50,36050,NIFTY060122,CE
14086,220103,47460,NIFTY06012219200CE,19200,220106,0.55,0.55,0.55,0.55,23250,24800,NIFTY060122,CE
251,220103,47460,NIFTY06012216700CE,16700,220106,874.9,880.0,874.9,880.0,150,27150,NIFTY060122,CE
8773,220103,47460,NIFTY06012218100CE,18100,220106,2.6,2.6,2.55,2.6,9050,1304500,NIFTY060122,CE
386,220103,47460,NIFTY06012216800CE,16800,220106,772.0,781.1,772.0,777.7,4500,130800,NIFTY060122,CE
3152,220103,47460,NIFTY06012217350CE,17350,220106,258.85,260.05,258.6,259.85,4350,539300,NIFTY060122,CE
6153,220103,47520,NIFTY06012217750CE,17750,220106,32.3,33.4,32.2,32.8,68700,1376800,NIFTY060122,CE
14612,220103,47520,NIFTY06012219500CE,19500,220106,0.55,0.55,0.55,0.55,200,218500,NIFTY060122,CE
5778,220103,47520,NIFTY06012217700CE,17700,220106,46.45,48.0,46.45,47.8,184450,3197600,NIFTY060122,CE
387,220103,47520,NIFTY06012216800CE,16800,220106,777.7,778.55,777.7,778.5,950,126200,NIFTY060122,CE
7278,220103,47520,NIFTY06012217900CE,17900,220106,9.45,9.85,9.4,9.8,83050,3032400,NIFTY060122,CE
10218,220103,47520,NIFTY06012218300CE,18300,220106,1.3,1.3,1.25,1.3,850,409650,NIFTY060122,CE
6528,220103,47520,NIFTY06012217800CE,17800,220106,21.6,22.4,21.55,22.05,116300,3324500,NIFTY060122,CE
13646,220103,47520,NIFTY06012219000CE,19000,220106,0.5,0.55,0.5,0.5,600,690750,NIFTY060122,CE
11428,220103,47520,NIFTY06012218500CE,18500,220106,0.8,0.8,0.75,0.75,1300,2251900,NIFTY060122,CE
10502,220103,47520,NIFTY06012218350CE,18350,220106,1.25,1.25,1.2,1.2,2700,43800,NIFTY060122,CE
944,220103,47520,NIFTY06012217000CE,17000,220106,581.8,587.65,581.8,585.5,3900,354450,NIFTY060122,CE
8399,220103,47520,NIFTY06012218050CE,18050,220106,3.5,3.55,3.45,3.55,12700,354700,NIFTY060122,CE
3528,220103,47520,NIFTY06012217400CE,17400,220106,219.05,222.6,218.65,221.6,50850,2478450,NIFTY060122,CE
6903,220103,47520,NIFTY06012217850CE,17850,220106,14.05,14.65,14.05,14.45,34250,1392600,NIFTY060122,CE
2778,220103,47520,NIFTY06012217300CE,17300,220106,301.95,306.2,301.95,305.35,11950,1154000,NIFTY060122,CE
1162,220103,47520,NIFTY06012217050CE,17050,220106,527.8,538.35,527.8,538.35,1000,16550,NIFTY060122,CE
9146,220103,47520,NIFTY06012218150CE,18150,220106,2.1,2.15,2.1,2.1,7000,153650,NIFTY060122,CE
4653,220103,47520,NIFTY06012217550CE,17550,220106,115.75,118.7,115.5,117.5,107150,1325700,NIFTY060122,CE
3903,220103,47520,NIFTY06012217450CE,17450,220106,181.5,184.6,181.05,183.2,26250,609750,NIFTY060122,CE
7653,220103,47520,NIFTY06012217950CE,17950,220106,6.35,6.6,6.3,6.6,28100,879950,NIFTY060122,CE
4278,220103,47520,NIFTY06012217500CE,17500,220106,147.0,150.0,146.75,148.7,156300,2835600,NIFTY060122,CE
1438,220103,47520,NIFTY06012217100CE,17100,220106,487.2,489.9,486.65,487.9,1050,166900,NIFTY060122,CE
8028,220103,47520,NIFTY06012218000CE,18000,220106,4.75,4.95,4.7,4.9,89450,5241550,NIFTY060122,CE
2031,220103,47520,NIFTY06012217200CE,17200,220106,392.0,396.75,392.0,395.0,4750,910000,NIFTY060122,CE
9521,220103,47520,NIFTY06012218200CE,18200,220106,1.75,1.75,1.7,1.7,7450,1004000,NIFTY060122,CE
5403,220103,47520,NIFTY06012217650CE,17650,220106,65.45,67.45,65.3,66.6,93400,1142550,NIFTY060122,CE
1720,220103,47520,NIFTY06012217150CE,17150,220106,438.1,443.0,438.1,443.0,50,32500,NIFTY060122,CE
13376,220103,47520,NIFTY06012218950CE,18950,220106,0.6,0.65,0.6,0.65,850,22400,NIFTY060122,CE
13236,220103,47520,NIFTY06012218900CE,18900,220106,0.55,0.6,0.55,0.55,5550,62400,NIFTY060122,CE
13911,220103,47520,NIFTY06012219100CE,19100,220106,0.55,0.55,0.55,0.55,300,16500,NIFTY060122,CE
10831,220103,47520,NIFTY06012218400CE,18400,220106,1.0,1.05,1.0,1.05,300,226150,NIFTY060122,CE
9856,220103,47520,NIFTY06012218250CE,18250,220106,1.6,1.6,1.55,1.6,850,84650,NIFTY060122,CE
2404,220103,47520,NIFTY06012217250CE,17250,220106,346.25,350.5,346.25,349.1,2050,182700,NIFTY060122,CE
14759,220103,47520,NIFTY06012219550CE,19550,220106,0.55,0.55,0.55,0.55,350,4000,NIFTY060122,CE
5028,220103,47520,NIFTY06012217600CE,17600,220106,88.4,90.95,88.3,89.95,278700,3305150,NIFTY060122,CE
8774,220103,47520,NIFTY06012218100CE,18100,220106,2.6,2.65,2.55,2.65,26400,1301150,NIFTY060122,CE
3153,220103,47520,NIFTY06012217350CE,17350,220106,259.7,263.55,259.3,261.55,4200,540350,NIFTY060122,CE
5779,220103,47580,NIFTY06012217700CE,17700,220106,48.05,48.15,47.05,47.3,79750,3197600,NIFTY060122,CE
696,220103,47580,NIFTY06012216950CE,16950,220106,620.35,634.45,620.35,634.45,50,15350,NIFTY060122,CE
1721,220103,47580,NIFTY06012217150CE,17150,220106,441.35,441.35,441.35,441.35,200,32500,NIFTY060122,CE
6529,220103,47580,NIFTY06012217800CE,17800,220106,22.35,22.55,22.05,22.15,96150,3324500,NIFTY060122,CE
13647,220103,47580,NIFTY06012219000CE,19000,220106,0.5,0.55,0.5,0.5,1350,690750,NIFTY060122,CE
13377,220103,47580,NIFTY06012218950CE,18950,220106,0.65,0.65,0.6,0.6,800,22400,NIFTY060122,CE
4279,220103,47580,NIFTY06012217500CE,17500,220106,150.0,150.0,147.9,148.25,71000,2835600,NIFTY060122,CE
2779,220103,47580,NIFTY06012217300CE,17300,220106,305.35,306.05,303.85,303.85,4950,1154000,NIFTY060122,CE
7654,220103,47580,NIFTY06012217950CE,17950,220106,6.6,6.7,6.6,6.6,16200,879950,NIFTY060122,CE
1439,220103,47580,NIFTY06012217100CE,17100,220106,487.9,489.0,487.9,488.0,450,166900,NIFTY060122,CE
3904,220103,47580,NIFTY06012217450CE,17450,220106,184.05,184.95,182.75,183.0,10750,609750,NIFTY060122,CE
5029,220103,47580,NIFTY06012217600CE,17600,220106,90.5,90.75,89.2,89.3,137900,3305150,NIFTY060122,CE
2405,220103,47580,NIFTY06012217250CE,17250,220106,349.1,351.1,349.1,349.1,200,182700,NIFTY060122,CE
945,220103,47580,NIFTY06012217000CE,17000,220106,585.5,585.5,584.85,584.85,900,354450,NIFTY060122,CE
6904,220103,47580,NIFTY06012217850CE,17850,220106,14.6,14.85,14.5,14.5,32000,1392600,NIFTY060122,CE
11930,220103,47580,NIFTY06012218600CE,18600,220106,0.75,0.75,0.75,0.75,50,136050,NIFTY060122,CE
9857,220103,47580,NIFTY06012218250CE,18250,220106,1.6,1.6,1.55,1.55,200,84650,NIFTY060122,CE
12794,220103,47580,NIFTY06012218800CE,18800,220106,0.6,0.6,0.55,0.55,1500,149150,NIFTY060122,CE
10503,220103,47580,NIFTY06012218350CE,18350,220106,1.15,1.15,1.15,1.15,400,43800,NIFTY060122,CE
8400,220103,47580,NIFTY06012218050CE,18050,220106,3.55,3.6,3.5,3.6,11300,354700,NIFTY060122,CE
10219,220103,47580,NIFTY06012218300CE,18300,220106,1.3,1.3,1.25,1.25,250,409650,NIFTY060122,CE
11103,220103,47580,NIFTY06012218450CE,18450,220106,1.05,1.05,1.05,1.05,700,36050,NIFTY060122,CE
13237,220103,47580,NIFTY06012218900CE,18900,220106,0.55,0.6,0.55,0.55,5800,62400,NIFTY060122,CE
9522,220103,47580,NIFTY06012218200CE,18200,220106,1.7,1.75,1.7,1.75,9550,1004000,NIFTY060122,CE
2032,220103,47580,NIFTY06012217200CE,17200,220106,395.0,397.25,394.1,394.5,2050,910000,NIFTY060122,CE
7279,220103,47580,NIFTY06012217900CE,17900,220106,9.85,10.0,9.8,9.85,83100,3032400,NIFTY060122,CE
13002,220103,47580,NIFTY06012218850CE,18850,220106,0.55,0.6,0.55,0.6,11400,36050,NIFTY060122,CE
5404,220103,47580,NIFTY06012217650CE,17650,220106,67.3,67.3,66.15,66.35,38800,1142550,NIFTY060122,CE
9147,220103,47580,NIFTY06012218150CE,18150,220106,2.15,2.15,2.15,2.15,5100,153650,NIFTY060122,CE
8029,220103,47580,NIFTY06012218000CE,18000,220106,4.9,4.95,4.9,4.95,51850,5241550,NIFTY060122,CE
8775,220103,47580,NIFTY06012218100CE,18100,220106,2.6,2.7,2.6,2.6,35900,1301150,NIFTY060122,CE
3154,220103,47580,NIFTY06012217350CE,17350,220106,262.05,263.1,261.3,261.55,2700,540350,NIFTY060122,CE
6154,220103,47580,NIFTY06012217750CE,17750,220106,33.15,33.5,32.7,32.75,44150,1376800,NIFTY060122,CE
3529,220103,47580,NIFTY06012217400CE,17400,220106,222.55,222.9,220.25,220.4,19550,2478450,NIFTY060122,CE
4654,220103,47580,NIFTY06012217550CE,17550,220106,118.2,118.4,116.55,116.55,39450,1325700,NIFTY060122,CE
10832,220103,47580,NIFTY06012218400CE,18400,220106,1.05,1.05,1.0,1.05,450,226150,NIFTY060122,CE
11429,220103,47580,NIFTY06012218500CE,18500,220106,0.75,0.8,0.75,0.75,2700,2251900,NIFTY060122,CE
3530,220103,47640,NIFTY06012217400CE,17400,220106,220.4,221.15,219.0,219.75,24600,2478450,NIFTY060122,CE
6155,220103,47640,NIFTY06012217750CE,17750,220106,32.8,32.8,32.25,32.5,35000,1376800,NIFTY060122,CE
13003,220103,47640,NIFTY06012218850CE,18850,220106,0.6,0.65,0.6,0.65,25000,36050,NIFTY060122,CE
1440,220103,47640,NIFTY06012217100CE,17100,220106,488.0,488.0,487.0,487.0,150,166900,NIFTY060122,CE
4655,220103,47640,NIFTY06012217550CE,17550,220106,116.75,117.0,115.45,116.0,45800,1325700,NIFTY060122,CE
9858,220103,47640,NIFTY06012218250CE,18250,220106,1.6,1.6,1.55,1.55,4100,84650,NIFTY060122,CE
5405,220103,47640,NIFTY06012217650CE,17650,220106,66.5,66.5,65.35,65.7,37700,1142550,NIFTY060122,CE
8401,220103,47640,NIFTY06012218050CE,18050,220106,3.6,3.6,3.5,3.55,8600,354700,NIFTY060122,CE
2780,220103,47640,NIFTY06012217300CE,17300,220106,303.85,304.85,302.5,303.0,3050,1154000,NIFTY060122,CE
946,220103,47640,NIFTY06012217000CE,17000,220106,584.85,585.65,583.0,583.05,450,354450,NIFTY060122,CE
2406,220103,47640,NIFTY06012217250CE,17250,220106,349.1,349.1,346.3,347.0,200,182700,NIFTY060122,CE
5030,220103,47640,NIFTY06012217600CE,17600,220106,89.4,89.45,88.2,88.9,124500,3305150,NIFTY060122,CE
3905,220103,47640,NIFTY06012217450CE,17450,220106,183.0,183.2,181.75,182.4,7250,609750,NIFTY060122,CE
4280,220103,47640,NIFTY06012217500CE,17500,220106,148.2,148.45,146.5,147.45,53300,2835600,NIFTY060122,CE
10833,220103,47640,NIFTY06012218400CE,18400,220106,1.05,1.05,1.05,1.05,50,226150,NIFTY060122,CE
9148,220103,47640,NIFTY06012218150CE,18150,220106,2.15,2.15,2.1,2.1,800,153650,NIFTY060122,CE
7655,220103,47640,NIFTY06012217950CE,17950,220106,6.6,6.65,6.55,6.55,22550,879950,NIFTY060122,CE
6530,220103,47640,NIFTY06012217800CE,17800,220106,22.1,22.2,21.8,21.85,95200,3324500,NIFTY060122,CE
9523,220103,47640,NIFTY06012218200CE,18200,220106,1.75,1.75,1.65,1.75,14950,1004000,NIFTY060122,CE
2033,220103,47640,NIFTY06012217200CE,17200,220106,394.5,394.6,392.5,394.6,800,910000,NIFTY060122,CE
388,220103,47640,NIFTY06012216800CE,16800,220106,778.5,779.1,778.5,778.5,200,126200,NIFTY060122,CE
10220,220103,47640,NIFTY06012218300CE,18300,220106,1.25,1.3,1.25,1.25,1600,409650,NIFTY060122,CE
5780,220103,47640,NIFTY06012217700CE,17700,220106,47.3,47.3,46.5,46.9,85800,3197600,NIFTY060122,CE
7280,220103,47640,NIFTY06012217900CE,17900,220106,9.85,9.85,9.7,9.8,56950,3032400,NIFTY060122,CE
11430,220103,47640,NIFTY06012218500CE,18500,220106,0.75,0.8,0.75,0.75,36850,2251900,NIFTY060122,CE
6905,220103,47640,NIFTY06012217850CE,17850,220106,14.6,14.6,14.35,14.4,26250,1392600,NIFTY060122,CE
8776,220103,47640,NIFTY06012218100CE,18100,220106,2.6,2.7,2.6,2.7,25100,1301150,NIFTY060122,CE
3155,220103,47640,NIFTY06012217350CE,17350,220106,261.55,262.0,259.45,260.4,5850,540350,NIFTY060122,CE
8030,220103,47640,NIFTY06012218000CE,18000,220106,4.95,4.95,4.85,4.95,90000,5241550,NIFTY060122,CE
14427,220103,47640,NIFTY06012219450CE,19450,220106,0.5,0.5,0.5,0.5,100,5700,NIFTY060122,CE
8031,220103,47700,NIFTY06012218000CE,18000,220106,4.9,4.95,4.85,4.85,76700,5273150,NIFTY060122,CE
