,date,time,symbol,strike,expiry,open,high,low,close,volume,oi,prefix,option_type
6,220103,33300,NIFTY06012216000CE,16000,220106,1420.0,1420.0,1420.0,1420.0,50,17150,NIFTY060122,CE
2169,220103,33300,NIFTY06012217250CE,17250,220106,196.15,230.25,191.85,224.05,68150,256600,NIFTY060122,CE
12880,220103,33300,NIFTY06012218850CE,18850,220106,1.25,1.25,1.25,1.25,200,13000,NIFTY060122,CE
12632,220103,33300,NIFTY06012218800CE,18800,220106,1.0,1.05,0.9,1.0,1700,129750,NIFTY060122,CE
4791,220103,33300,NIFTY06012217600CE,17600,220106,32.95,44.3,16.5,40.2,535000,2022850,NIFTY060122,CE
1078,220103,33300,NIFTY06012217050CE,17050,220106,360.25,388.4,360.25,384.3,200,17300,NIFTY060122,CE
12214,220103,33300,NIFTY06012218700CE,18700,220106,0.75,1.1,0.75,1.1,250,149400,NIFTY060122,CE
7416,220103,33300,NIFTY06012217950CE,17950,220106,2.55,3.4,2.55,2.85,22600,294200,NIFTY060122,CE
138,220103,33300,NIFTY06012216550CE,16550,220106,879.25,879.25,879.25,879.25,50,1200,NIFTY060122,CE
8166,220103,33300,NIFTY06012218050CE,18050,220106,0.85,1.9,0.8,1.8,18200,144900,NIFTY060122,CE
14721,220103,33300,NIFTY06012219550CE,19550,220106,0.8,0.8,0.8,0.8,200,550,NIFTY060122,CE
11768,220103,33300,NIFTY06012218600CE,18600,220106,1.05,1.1,0.95,1.05,8250,102550,NIFTY060122,CE
713,220103,33300,NIFTY06012217000CE,17000,220106,387.1,442.7,387.05,438.65,19150,360650,NIFTY060122,CE
13088,220103,33300,NIFTY06012218900CE,18900,220106,1.25,1.25,0.8,0.9,1200,72050,NIFTY060122,CE
14775,220103,33300,NIFTY06012219600CE,19600,220106,0.7,0.7,0.6,0.6,100,245300,NIFTY060122,CE
5166,220103,33300,NIFTY06012217650CE,17650,220106,23.0,31.6,15.1,28.0,143300,1085600,NIFTY060122,CE
13433,220103,33300,NIFTY06012219000CE,19000,220106,0.8,1.0,0.65,0.75,5550,491450,NIFTY060122,CE
8537,220103,33300,NIFTY06012218100CE,18100,220106,1.85,1.85,1.4,1.55,82050,951900,NIFTY060122,CE
5541,220103,33300,NIFTY06012217700CE,17700,220106,8.4,21.5,2.65,18.8,520150,2412600,NIFTY060122,CE
1209,220103,33300,NIFTY06012217100CE,17100,220106,314.8,351.85,311.9,349.35,20250,244400,NIFTY060122,CE
10961,220103,33300,NIFTY06012218450CE,18450,220106,1.15,1.15,0.95,1.0,400,10150,NIFTY060122,CE
5916,220103,33300,NIFTY06012217750CE,17750,220106,12.0,14.25,7.35,12.2,121000,1160050,NIFTY060122,CE
7041,220103,33300,NIFTY06012217900CE,17900,220106,3.25,4.25,3.1,3.6,160400,1856300,NIFTY060122,CE
11197,220103,33300,NIFTY06012218500CE,18500,220106,1.25,1.25,0.95,1.15,41350,2994050,NIFTY060122,CE
11565,220103,33300,NIFTY06012218550CE,18550,220106,1.05,1.05,1.0,1.0,900,10250,NIFTY060122,CE
651,220103,33300,NIFTY06012216950CE,16950,220106,476.45,476.45,476.15,476.15,1000,16300,NIFTY060122,CE
4416,220103,33300,NIFTY06012217550CE,17550,220106,45.0,60.0,41.65,56.0,188200,751950,NIFTY060122,CE
149,220103,33300,NIFTY06012216600CE,16600,220106,780.9,780.9,780.9,780.9,50,19250,NIFTY060122,CE
2916,220103,33300,NIFTY06012217350CE,17350,220106,135.0,161.4,129.75,155.75,299550,1037700,NIFTY060122,CE
4041,220103,33300,NIFTY06012217500CE,17500,220106,59.05,79.8,55.05,75.25,951750,2673050,NIFTY060122,CE
10628,220103,33300,NIFTY06012218400CE,18400,220106,1.2,1.2,1.0,1.1,13400,170050,NIFTY060122,CE
8912,220103,33300,NIFTY06012218150CE,18150,220106,1.35,1.35,1.15,1.25,4200,51300,NIFTY060122,CE
14169,220103,33300,NIFTY06012219300CE,19300,220106,0.95,0.95,0.95,0.95,100,30650,NIFTY060122,CE
9284,220103,33300,NIFTY06012218200CE,18200,220106,1.35,1.35,1.0,1.15,49050,886100,NIFTY060122,CE
9659,220103,33300,NIFTY06012218250CE,18250,220106,1.15,1.15,1.05,1.1,1050,28150,NIFTY060122,CE
6291,220103,33300,NIFTY06012217800CE,17800,220106,7.3,9.3,4.65,7.85,385450,2054550,NIFTY060122,CE
9992,220103,33300,NIFTY06012218300CE,18300,220106,1.2,1.2,1.0,1.1,12950,362700,NIFTY060122,CE
13972,220103,33300,NIFTY06012219150CE,19150,220106,1.05,1.05,1.0,1.0,150,3050,NIFTY060122,CE
14017,220103,33300,NIFTY06012219200CE,19200,220106,0.8,0.8,0.75,0.75,250,15900,NIFTY060122,CE
14438,220103,33300,NIFTY06012219500CE,19500,220106,0.5,0.75,0.5,0.75,32250,279750,NIFTY060122,CE
466,220103,33300,NIFTY06012216900CE,16900,220106,536.6,536.6,523.0,523.0,150,128100,NIFTY060122,CE
7791,220103,33300,NIFTY06012218000CE,18000,220106,2.9,2.9,2.15,2.35,253500,4010650,NIFTY060122,CE
14240,220103,33300,NIFTY06012219350CE,19350,220106,0.8,0.8,0.8,0.8,50,1650,NIFTY060122,CE
2541,220103,33300,NIFTY06012217300CE,17300,220106,172.0,194.65,158.65,188.05,474900,2318750,NIFTY060122,CE
3291,220103,33300,NIFTY06012217400CE,17400,220106,110.0,130.0,102.2,125.75,1119000,2336000,NIFTY060122,CE
3666,220103,33300,NIFTY06012217450CE,17450,220106,84.05,103.3,78.95,98.7,380450,818400,NIFTY060122,CE
1794,220103,33300,NIFTY06012217200CE,17200,220106,231.3,269.9,228.35,262.0,180800,1670050,NIFTY060122,CE
295,220103,33300,NIFTY06012216800CE,16800,220106,592.05,625.0,590.0,625.0,950,134700,NIFTY060122,CE
1570,220103,33300,NIFTY06012217150CE,17150,220106,273.7,312.9,273.7,304.2,3450,61250,NIFTY060122,CE
6666,220103,33300,NIFTY06012217850CE,17850,220106,5.0,6.0,3.7,4.95,73700,654000,NIFTY060122,CE
207,220103,33300,NIFTY06012216700CE,16700,220106,709.95,722.15,709.95,718.25,1150,28900,NIFTY060122,CE
10355,220103,33300,NIFTY06012218350CE,18350,220106,1.1,1.1,1.05,1.05,1750,12500,NIFTY060122,CE
5167,220103,33360,NIFTY06012217650CE,17650,220106,28.5,31.35,28.3,30.1,156150,1085600,NIFTY060122,CE
4417,220103,33360,NIFTY06012217550CE,17550,220106,56.3,62.5,56.3,60.8,165450,751950,NIFTY060122,CE
150,220103,33360,NIFTY06012216600CE,16600,220106,780.9,846.55,780.9,846.55,250,19250,NIFTY060122,CE
652,220103,33360,NIFTY06012216950CE,16950,220106,476.15,494.15,476.15,494.15,100,16300,NIFTY060122,CE
11198,220103,33360,NIFTY06012218500CE,18500,220106,1.1,1.15,1.0,1.05,58300,2994050,NIFTY060122,CE
8538,220103,33360,NIFTY06012218100CE,18100,220106,1.55,1.65,1.55,1.65,80450,951900,NIFTY060122,CE
13089,220103,33360,NIFTY06012218900CE,18900,220106,0.9,0.9,0.65,0.75,850,72050,NIFTY060122,CE
14776,220103,33360,NIFTY06012219600CE,19600,220106,0.55,0.55,0.55,0.55,1950,245300,NIFTY060122,CE
8167,220103,33360,NIFTY06012218050CE,18050,220106,1.8,2.05,1.8,2.0,19750,144900,NIFTY060122,CE
12038,220103,33360,NIFTY06012218650CE,18650,220106,1.15,1.15,1.0,1.0,100,12300,NIFTY060122,CE
1079,220103,33360,NIFTY06012217050CE,17050,220106,384.3,411.55,384.3,411.55,250,17300,NIFTY060122,CE
7417,220103,33360,NIFTY06012217950CE,17950,220106,2.9,3.0,2.5,2.75,56950,294200,NIFTY060122,CE
1571,220103,33360,NIFTY06012217150CE,17150,220106,305.6,323.3,304.75,321.1,1700,61250,NIFTY060122,CE
10356,220103,33360,NIFTY06012218350CE,18350,220106,1.1,1.1,1.1,1.1,300,12500,NIFTY060122,CE
467,220103,33360,NIFTY06012216900CE,16900,220106,523.0,553.05,523.0,552.55,650,128100,NIFTY060122,CE
9993,220103,33360,NIFTY06012218300CE,18300,220106,1.1,1.2,1.05,1.05,19100,362700,NIFTY060122,CE
8913,220103,33360,NIFTY06012218150CE,18150,220106,1.25,1.3,1.2,1.3,5600,51300,NIFTY060122,CE
13973,220103,33360,NIFTY06012219150CE,19150,220106,1.0,1.0,0.9,0.9,50,3050,NIFTY060122,CE
6667,220103,33360,NIFTY06012217850CE,17850,220106,4.95,5.45,4.95,5.3,45400,654000,NIFTY060122,CE
208,220103,33360,NIFTY06012216700CE,16700,220106,718.25,731.3,718.25,731.3,100,28900,NIFTY060122,CE
14439,220103,33360,NIFTY06012219500CE,19500,220106,0.7,0.7,0.65,0.65,10500,279750,NIFTY060122,CE
7042,220103,33360,NIFTY06012217900CE,17900,220106,3.6,3.85,3.6,3.75,180350,1856300,NIFTY060122,CE
5917,220103,33360,NIFTY06012217750CE,17750,220106,12.35,13.5,12.35,13.0,94150,1160050,NIFTY060122,CE
10962,220103,33360,NIFTY06012218450CE,18450,220106,1.0,1.0,1.0,1.0,650,10150,NIFTY060122,CE
5542,220103,33360,NIFTY06012217700CE,17700,220106,18.95,20.9,18.95,20.15,473350,2412600,NIFTY060122,CE
13434,220103,33360,NIFTY06012219000CE,19000,220106,0.75,0.8,0.7,0.7,5250,491450,NIFTY060122,CE
11566,220103,33360,NIFTY06012218550CE,18550,220106,1.05,1.05,1.0,1.0,550,10250,NIFTY060122,CE
1210,220103,33360,NIFTY06012217100CE,17100,220106,346.2,366.3,346.2,365.4,9050,244400,NIFTY060122,CE
14279,220103,33360,NIFTY06012219400CE,19400,220106,0.7,0.7,0.7,0.7,700,32800,NIFTY060122,CE
47,220103,33360,NIFTY06012216500CE,16500,220106,935.6,935.6,935.55,935.55,300,34750,NIFTY060122,CE
7792,220103,33360,NIFTY06012218000CE,18000,220106,2.3,2.45,2.3,2.45,319700,4010650,NIFTY060122,CE
14241,220103,33360,NIFTY06012219350CE,19350,220106,0.8,0.8,0.8,0.8,850,1650,NIFTY060122,CE
296,220103,33360,NIFTY06012216800CE,16800,220106,623.35,629.2,623.35,626.9,300,134700,NIFTY060122,CE
9285,220103,33360,NIFTY06012218200CE,18200,220106,1.15,1.25,1.15,1.2,107100,886100,NIFTY060122,CE
10629,220103,33360,NIFTY06012218400CE,18400,220106,1.1,1.15,1.05,1.05,5900,170050,NIFTY060122,CE
4042,220103,33360,NIFTY06012217500CE,17500,220106,75.55,83.8,75.55,81.45,801000,2673050,NIFTY060122,CE
14018,220103,33360,NIFTY06012219200CE,19200,220106,0.7,0.7,0.7,0.7,300,15900,NIFTY060122,CE
6292,220103,33360,NIFTY06012217800CE,17800,220106,7.95,8.6,7.9,8.35,257300,2054550,NIFTY060122,CE
3292,220103,33360,NIFTY06012217400CE,17400,220106,125.45,137.5,125.45,135.05,975050,2336000,NIFTY060122,CE
3667,220103,33360,NIFTY06012217450CE,17450,220106,99.0,108.9,98.8,106.2,356200,818400,NIFTY060122,CE
271,220103,33360,NIFTY06012216750CE,16750,220106,693.55,693.55,693.55,693.55,100,4950,NIFTY060122,CE
2542,220103,33360,NIFTY06012217300CE,17300,220106,188.65,204.65,188.65,201.5,530050,2318750,NIFTY060122,CE
1795,220103,33360,NIFTY06012217200CE,17200,220106,263.95,281.5,263.8,278.8,86600,1670050,NIFTY060122,CE
9660,220103,33360,NIFTY06012218250CE,18250,220106,1.1,1.2,1.1,1.2,2200,28150,NIFTY060122,CE
12881,220103,33360,NIFTY06012218850CE,18850,220106,1.15,1.15,0.8,0.8,100,13000,NIFTY060122,CE
4792,220103,33360,NIFTY06012217600CE,17600,220106,40.65,45.0,40.5,43.5,383550,2022850,NIFTY060122,CE
12633,220103,33360,NIFTY06012218800CE,18800,220106,1.0,1.0,0.7,0.9,2850,129750,NIFTY060122,CE
12215,220103,33360,NIFTY06012218700CE,18700,220106,1.15,1.15,0.85,0.85,6150,149400,NIFTY060122,CE
2170,220103,33360,NIFTY06012217250CE,17250,220106,224.4,241.6,224.4,238.6,25900,256600,NIFTY060122,CE
11769,220103,33360,NIFTY06012218600CE,18600,220106,1.05,1.1,0.9,0.95,1450,102550,NIFTY060122,CE
2917,220103,33360,NIFTY06012217350CE,17350,220106,155.9,169.5,155.9,166.3,189850,1037700,NIFTY060122,CE
714,220103,33360,NIFTY06012217000CE,17000,220106,438.65,458.85,437.55,456.1,16950,360650,NIFTY060122,CE
1080,220103,33420,NIFTY06012217050CE,17050,220106,411.55,419.9,411.05,419.9,150,17250,NIFTY060122,CE
715,220103,33420,NIFTY06012217000CE,17000,220106,455.3,468.6,454.0,465.45,9250,366200,NIFTY060122,CE
12039,220103,33420,NIFTY06012218650CE,18650,220106,0.95,0.95,0.95,0.95,50,12300,NIFTY060122,CE
4418,220103,33420,NIFTY06012217550CE,17550,220106,60.3,64.35,59.1,62.3,192750,775550,NIFTY060122,CE
5168,220103,33420,NIFTY06012217650CE,17650,220106,30.05,32.15,29.05,31.0,142300,1112600,NIFTY060122,CE
151,220103,33420,NIFTY06012216600CE,16600,220106,846.55,846.55,845.0,845.0,50,19150,NIFTY060122,CE
11567,220103,33420,NIFTY06012218550CE,18550,220106,1.05,1.05,1.0,1.0,1100,10650,NIFTY060122,CE
653,220103,33420,NIFTY06012216950CE,16950,220106,494.15,509.65,494.15,509.0,150,17300,NIFTY060122,CE
10963,220103,33420,NIFTY06012218450CE,18450,220106,1.0,1.0,0.9,0.95,1100,10950,NIFTY060122,CE
5918,220103,33420,NIFTY06012217750CE,17750,220106,13.05,13.7,12.3,13.1,103000,1192400,NIFTY060122,CE
11199,220103,33420,NIFTY06012218500CE,18500,220106,1.0,1.05,0.9,0.95,101700,3008050,NIFTY060122,CE
7043,220103,33420,NIFTY06012217900CE,17900,220106,3.7,3.85,3.6,3.7,214200,1936900,NIFTY060122,CE
1211,220103,33420,NIFTY06012217100CE,17100,220106,365.4,376.0,362.45,371.7,6650,240100,NIFTY060122,CE
8539,220103,33420,NIFTY06012218100CE,18100,220106,1.65,1.7,1.6,1.6,64650,977550,NIFTY060122,CE
13435,220103,33420,NIFTY06012219000CE,19000,220106,0.7,0.75,0.65,0.7,10250,490850,NIFTY060122,CE
5543,220103,33420,NIFTY06012217700CE,17700,220106,19.85,21.6,19.35,20.55,316350,2699150,NIFTY060122,CE
11770,220103,33420,NIFTY06012218600CE,18600,220106,0.95,1.0,0.9,0.95,1850,102500,NIFTY060122,CE
8168,220103,33420,NIFTY06012218050CE,18050,220106,2.0,2.1,1.95,2.05,29900,139250,NIFTY060122,CE
2918,220103,33420,NIFTY06012217350CE,17350,220106,165.35,175.0,164.5,170.45,209700,1010550,NIFTY060122,CE
13090,220103,33420,NIFTY06012218900CE,18900,220106,0.75,0.75,0.65,0.7,550,72600,NIFTY060122,CE
14777,220103,33420,NIFTY06012219600CE,19600,220106,0.5,0.55,0.5,0.55,250,245400,NIFTY060122,CE
12216,220103,33420,NIFTY06012218700CE,18700,220106,0.85,0.85,0.75,0.75,2700,149550,NIFTY060122,CE
12465,220103,33420,NIFTY06012218750CE,18750,220106,0.85,0.85,0.8,0.8,250,13950,NIFTY060122,CE
4793,220103,33420,NIFTY06012217600CE,17600,220106,43.7,46.5,42.15,44.75,459550,2101150,NIFTY060122,CE
7793,220103,33420,NIFTY06012218000CE,18000,220106,2.45,2.5,2.35,2.4,304800,4091050,NIFTY060122,CE
14170,220103,33420,NIFTY06012219300CE,19300,220106,0.95,0.95,0.6,0.6,150,30750,NIFTY060122,CE
3293,220103,33420,NIFTY06012217400CE,17400,220106,133.35,141.8,132.85,137.85,825200,2432500,NIFTY060122,CE
1796,220103,33420,NIFTY06012217200CE,17200,220106,277.3,289.75,276.9,284.45,79650,1631700,NIFTY060122,CE
14280,220103,33420,NIFTY06012219400CE,19400,220106,0.7,0.7,0.7,0.7,50,33500,NIFTY060122,CE
297,220103,33420,NIFTY06012216800CE,16800,220106,626.9,656.9,626.9,655.15,400,134850,NIFTY060122,CE
9286,220103,33420,NIFTY06012218200CE,18200,220106,1.2,1.25,1.15,1.2,54550,890500,NIFTY060122,CE
2543,220103,33420,NIFTY06012217300CE,17300,220106,200.0,211.4,200.0,207.1,689800,1997800,NIFTY060122,CE
48,220103,33420,NIFTY06012216500CE,16500,220106,935.55,950.0,935.55,950.0,50,34750,NIFTY060122,CE
14242,220103,33420,NIFTY06012219350CE,19350,220106,0.8,0.85,0.75,0.8,1050,2200,NIFTY060122,CE
468,220103,33420,NIFTY06012216900CE,16900,220106,552.55,559.0,549.05,559.0,800,128650,NIFTY060122,CE
4043,220103,33420,NIFTY06012217500CE,17500,220106,80.65,86.4,80.05,84.0,916850,2762200,NIFTY060122,CE
1572,220103,33420,NIFTY06012217150CE,17150,220106,320.0,332.65,318.4,327.1,2300,60950,NIFTY060122,CE
7418,220103,33420,NIFTY06012217950CE,17950,220106,2.75,2.8,2.65,2.7,46300,321950,NIFTY060122,CE
2171,220103,33420,NIFTY06012217250CE,17250,220106,237.6,249.0,237.05,245.6,36000,247150,NIFTY060122,CE
12634,220103,33420,NIFTY06012218800CE,18800,220106,0.9,0.9,0.8,0.9,1600,132400,NIFTY060122,CE
9661,220103,33420,NIFTY06012218250CE,18250,220106,1.15,1.2,1.15,1.2,1700,29300,NIFTY060122,CE
9994,220103,33420,NIFTY06012218300CE,18300,220106,1.05,1.15,1.05,1.1,10400,363800,NIFTY060122,CE
14019,220103,33420,NIFTY06012219200CE,19200,220106,0.7,0.7,0.7,0.7,200,15700,NIFTY060122,CE
6668,220103,33420,NIFTY06012217850CE,17850,220106,5.35,5.55,5.15,5.35,69000,691300,NIFTY060122,CE
6293,220103,33420,NIFTY06012217800CE,17800,220106,8.25,8.7,7.9,8.3,255950,2143000,NIFTY060122,CE
14440,220103,33420,NIFTY06012219500CE,19500,220106,0.65,0.7,0.65,0.7,100,255400,NIFTY060122,CE
209,220103,33420,NIFTY06012216700CE,16700,220106,731.3,755.1,731.3,755.1,100,28650,NIFTY060122,CE
3668,220103,33420,NIFTY06012217450CE,17450,220106,106.25,112.0,104.55,108.8,369050,922500,NIFTY060122,CE
8914,220103,33420,NIFTY06012218150CE,18150,220106,1.3,1.35,1.25,1.35,7700,55700,NIFTY060122,CE
10357,220103,33420,NIFTY06012218350CE,18350,220106,1.2,1.2,1.0,1.0,1850,12500,NIFTY060122,CE
10630,220103,33420,NIFTY06012218400CE,18400,220106,1.05,1.05,0.95,1.05,7750,174850,NIFTY060122,CE
298,220103,33480,NIFTY06012216800CE,16800,220106,655.15,661.0,655.15,661.0,50,134850,NIFTY060122,CE
9287,220103,33480,NIFTY06012218200CE,18200,220106,1.15,1.2,1.15,1.2,46300,890500,NIFTY060122,CE
14171,220103,33480,NIFTY06012219300CE,19300,220106,0.6,0.6,0.55,0.6,5450,30750,NIFTY060122,CE
1797,220103,33480,NIFTY06012217200CE,17200,220106,287.0,294.35,285.0,294.1,55600,1631700,NIFTY060122,CE
9662,220103,33480,NIFTY06012218250CE,18250,220106,1.2,1.2,1.15,1.2,400,29300,NIFTY060122,CE
11771,220103,33480,NIFTY06012218600CE,18600,220106,0.95,0.95,0.9,0.9,250,102500,NIFTY060122,CE
8169,220103,33480,NIFTY06012218050CE,18050,220106,2.0,2.05,1.95,1.95,34900,139250,NIFTY060122,CE
13091,220103,33480,NIFTY06012218900CE,18900,220106,0.7,0.7,0.65,0.65,550,72600,NIFTY060122,CE
716,220103,33480,NIFTY06012217000CE,17000,220106,465.45,474.5,463.8,474.5,6900,366200,NIFTY060122,CE
7419,220103,33480,NIFTY06012217950CE,17950,220106,2.7,2.85,2.7,2.75,49750,321950,NIFTY060122,CE
1081,220103,33480,NIFTY06012217050CE,17050,220106,415.6,425.35,415.6,425.35,150,17250,NIFTY060122,CE
14778,220103,33480,NIFTY06012219600CE,19600,220106,0.55,0.55,0.55,0.55,200,245400,NIFTY060122,CE
8540,220103,33480,NIFTY06012218100CE,18100,220106,1.6,1.65,1.6,1.65,56200,977550,NIFTY060122,CE
12635,220103,33480,NIFTY06012218800CE,18800,220106,0.8,0.9,0.65,0.65,2950,132400,NIFTY060122,CE
12882,220103,33480,NIFTY06012218850CE,18850,220106,0.8,0.8,0.75,0.8,100,13200,NIFTY060122,CE
4794,220103,33480,NIFTY06012217600CE,17600,220106,45.2,47.2,44.6,47.2,359900,2101150,NIFTY060122,CE
2172,220103,33480,NIFTY06012217250CE,17250,220106,245.0,253.65,244.65,253.65,22400,247150,NIFTY060122,CE
12217,220103,33480,NIFTY06012218700CE,18700,220106,0.8,0.8,0.75,0.75,1550,149550,NIFTY060122,CE
2544,220103,33480,NIFTY06012217300CE,17300,220106,208.15,215.15,207.1,215.15,419800,1997800,NIFTY060122,CE
3294,220103,33480,NIFTY06012217400CE,17400,220106,139.85,144.5,138.25,144.5,502450,2432500,NIFTY060122,CE
3669,220103,33480,NIFTY06012217450CE,17450,220106,110.0,114.4,109.1,114.35,266050,922500,NIFTY060122,CE
1573,220103,33480,NIFTY06012217150CE,17150,220106,327.1,337.1,327.1,337.1,2650,60950,NIFTY060122,CE
8915,220103,33480,NIFTY06012218150CE,18150,220106,1.35,1.4,1.3,1.4,13200,55700,NIFTY060122,CE
210,220103,33480,NIFTY06012216700CE,16700,220106,755.1,762.35,755.1,762.35,100,28650,NIFTY060122,CE
6669,220103,33480,NIFTY06012217850CE,17850,220106,5.4,5.5,5.3,5.45,84150,691300,NIFTY060122,CE
10631,220103,33480,NIFTY06012218400CE,18400,220106,1.05,1.05,0.95,1.0,5500,174850,NIFTY060122,CE
5919,220103,33480,NIFTY06012217750CE,17750,220106,13.4,13.75,13.15,13.65,130400,1192400,NIFTY060122,CE
2919,220103,33480,NIFTY06012217350CE,17350,220106,172.15,178.25,170.85,178.25,110250,1010550,NIFTY060122,CE
139,220103,33480,NIFTY06012216550CE,16550,220106,879.25,910.6,879.25,910.6,50,1250,NIFTY060122,CE
5169,220103,33480,NIFTY06012217650CE,17650,220106,31.5,32.65,31.0,32.65,127000,1112600,NIFTY060122,CE
5544,220103,33480,NIFTY06012217700CE,17700,220106,20.95,21.75,20.45,21.6,272750,2699150,NIFTY060122,CE
1212,220103,33480,NIFTY06012217100CE,17100,220106,371.7,381.9,371.7,381.7,6650,240100,NIFTY060122,CE
4419,220103,33480,NIFTY06012217550CE,17550,220106,63.1,65.65,62.2,65.65,159900,775550,NIFTY060122,CE
13325,220103,33480,NIFTY06012218950CE,18950,220106,0.9,0.9,0.9,0.9,50,22250,NIFTY060122,CE
13436,220103,33480,NIFTY06012219000CE,19000,220106,0.7,0.7,0.65,0.65,2200,490850,NIFTY060122,CE
11200,220103,33480,NIFTY06012218500CE,18500,220106,0.95,0.95,0.9,0.95,10950,3008050,NIFTY060122,CE
7044,220103,33480,NIFTY06012217900CE,17900,220106,3.7,3.8,3.7,3.8,132800,1936900,NIFTY060122,CE
14441,220103,33480,NIFTY06012219500CE,19500,220106,0.7,0.7,0.7,0.7,22600,255400,NIFTY060122,CE
7794,220103,33480,NIFTY06012218000CE,18000,220106,2.4,2.45,2.4,2.45,171650,4091050,NIFTY060122,CE
49,220103,33480,NIFTY06012216500CE,16500,220106,950.0,953.35,950.0,953.35,100,34750,NIFTY060122,CE
6294,220103,33480,NIFTY06012217800CE,17800,220106,8.45,8.6,8.25,8.6,183250,2143000,NIFTY060122,CE
9995,220103,33480,NIFTY06012218300CE,18300,220106,1.1,1.1,1.05,1.1,13000,363800,NIFTY060122,CE
469,220103,33480,NIFTY06012216900CE,16900,220106,559.0,570.75,559.0,570.75,700,128650,NIFTY060122,CE
4044,220103,33480,NIFTY06012217500CE,17500,220106,85.15,88.0,83.8,87.9,697050,2762200,NIFTY060122,CE
5170,220103,33540,NIFTY06012217650CE,17650,220106,32.65,34.7,32.55,34.25,104650,1112600,NIFTY060122,CE
7045,220103,33540,NIFTY06012217900CE,17900,220106,3.75,3.8,3.7,3.7,120950,1936900,NIFTY060122,CE
11201,220103,33540,NIFTY06012218500CE,18500,220106,0.95,0.95,0.9,0.9,2150,3008050,NIFTY060122,CE
1213,220103,33540,NIFTY06012217100CE,17100,220106,381.7,391.2,380.8,391.1,11100,240100,NIFTY060122,CE
5545,220103,33540,NIFTY06012217700CE,17700,220106,21.9,23.2,21.7,22.8,283150,2699150,NIFTY060122,CE
13437,220103,33540,NIFTY06012219000CE,19000,220106,0.65,0.65,0.65,0.65,9050,490850,NIFTY060122,CE
14779,220103,33540,NIFTY06012219600CE,19600,220106,0.55,0.55,0.55,0.55,50,245400,NIFTY060122,CE
13092,220103,33540,NIFTY06012218900CE,18900,220106,0.65,0.7,0.55,0.55,5350,72600,NIFTY060122,CE
8170,220103,33540,NIFTY06012218050CE,18050,220106,1.95,2.0,1.95,2.0,14150,139250,NIFTY060122,CE
12218,220103,33540,NIFTY06012218700CE,18700,220106,0.8,0.8,0.75,0.75,300,149550,NIFTY060122,CE
4795,220103,33540,NIFTY06012217600CE,17600,220106,47.45,50.0,47.05,48.7,412650,2101150,NIFTY060122,CE
2173,220103,33540,NIFTY06012217250CE,17250,220106,253.5,260.7,253.1,259.15,20000,247150,NIFTY060122,CE
7420,220103,33540,NIFTY06012217950CE,17950,220106,2.75,2.75,2.7,2.7,43650,321950,NIFTY060122,CE
717,220103,33540,NIFTY06012217000CE,17000,220106,474.7,485.0,474.7,484.05,6950,366200,NIFTY060122,CE
12636,220103,33540,NIFTY06012218800CE,18800,220106,0.65,0.75,0.65,0.7,500,132400,NIFTY060122,CE
8541,220103,33540,NIFTY06012218100CE,18100,220106,1.6,1.65,1.6,1.6,47100,977550,NIFTY060122,CE
4420,220103,33540,NIFTY06012217550CE,17550,220106,65.8,69.25,65.5,68.4,180250,775550,NIFTY060122,CE
140,220103,33540,NIFTY06012216550CE,16550,220106,910.6,921.1,910.6,921.1,100,1250,NIFTY060122,CE
11568,220103,33540,NIFTY06012218550CE,18550,220106,1.0,1.0,1.0,1.0,50,10650,NIFTY060122,CE
654,220103,33540,NIFTY06012216950CE,16950,220106,509.0,530.55,509.0,530.55,150,17300,NIFTY060122,CE
11772,220103,33540,NIFTY06012218600CE,18600,220106,0.9,0.9,0.85,0.9,2650,102500,NIFTY060122,CE
2920,220103,33540,NIFTY06012217350CE,17350,220106,178.5,184.9,177.55,183.05,94850,1010550,NIFTY060122,CE
1574,220103,33540,NIFTY06012217150CE,17150,220106,337.1,347.55,337.1,347.0,1600,60950,NIFTY060122,CE
5920,220103,33540,NIFTY06012217750CE,17750,220106,13.9,14.75,13.9,14.4,130150,1192400,NIFTY060122,CE
10964,220103,33540,NIFTY06012218450CE,18450,220106,0.95,1.0,0.95,1.0,1250,10950,NIFTY060122,CE
9996,220103,33540,NIFTY06012218300CE,18300,220106,1.1,1.15,1.05,1.1,31000,363800,NIFTY060122,CE
14020,220103,33540,NIFTY06012219200CE,19200,220106,0.6,0.6,0.6,0.6,150,15700,NIFTY060122,CE
6295,220103,33540,NIFTY06012217800CE,17800,220106,8.65,9.1,8.65,8.95,239800,2143000,NIFTY060122,CE
14442,220103,33540,NIFTY06012219500CE,19500,220106,0.7,0.7,0.7,0.7,100,255400,NIFTY060122,CE
211,220103,33540,NIFTY06012216700CE,16700,220106,762.35,774.95,762.35,774.95,650,28650,NIFTY060122,CE
10358,220103,33540,NIFTY06012218350CE,18350,220106,1.1,1.1,1.1,1.1,150,14950,NIFTY060122,CE
13974,220103,33540,NIFTY06012219150CE,19150,220106,0.65,0.65,0.65,0.65,50,3200,NIFTY060122,CE
6670,220103,33540,NIFTY06012217850CE,17850,220106,5.45,5.55,5.4,5.5,67900,691300,NIFTY060122,CE
10632,220103,33540,NIFTY06012218400CE,18400,220106,1.0,1.05,1.0,1.05,250,174850,NIFTY060122,CE
